,_id,availability_30,availability_60,availability_90,availability_365
393,12253016,0,0,0,0
394,12509339,0,0,0,0
395,12531055,9,39,69,256
396,12256344,1,5,30,290
397,1215226,12,41,65,338
398,12259367,4,22,52,53
399,12370710,3,3,3,3
400,12407601,4,11,18,152
401,12561925,0,0,0,0
402,12586942,9,19,34,77
403,12139024,28,58,88,363
404,12196285,30,60,90,365
405,12136725,12,32,55,313
406,125656,25,55,85,321
407,12310597,8,14,33,252
408,12349607,0,0,0,0
409,12403784,0,0,0,0
410,12409013,2,2,29,296
411,12514918,22,33,53,280
412,121861,0,0,0,65
413,12234922,7,10,32,155
414,12291906,0,0,0,0
415,1264811,0,0,0,0
416,12657285,0,0,0,0
417,12288463,22,51,72,338
418,12211157,23,53,83,358
419,1223747,0,0,5,59
420,12270044,28,58,88,88
421,1229106,4,14,37,312
422,12433727,29,59,89,364
423,1211285,0,0,0,0
424,1215049,1,1,3,68
425,12157453,16,40,70,250
426,12183522,0,0,0,20
427,12188601,30,60,90,180
428,12380299,0,0,0,0
429,12462076,4,24,49,49
430,12507567,0,0,0,33
431,12651199,0,16,30,120
432,12216115,0,13,28,196
433,12222943,2,10,23,131
434,12253386,0,0,0,0
435,1227759,0,0,8,283
436,12452082,0,0,0,0
437,12544539,0,0,0,0
438,12550465,28,58,88,363
439,12752708,26,56,86,361
440,1273526,12,42,72,347
441,12680743,0,0,7,144
442,12778795,0,0,0,0
443,12874040,9,14,37,305
444,12873224,14,33,63,334
445,12761564,14,29,59,334
446,12740176,0,0,0,0
447,12791827,0,0,0,0
448,12857887,0,0,0,0
449,12929092,3,4,14,96
450,13069562,0,0,0,0
451,13079105,0,0,0,0
452,12788675,0,0,0,0
453,1284759,6,30,46,280
454,12933623,24,51,75,230
455,13043773,0,0,0,0
456,13069840,6,29,46,46
457,1294944,30,60,90,365
458,12954762,15,35,62,84
459,13183672,8,12,14,14
460,13223739,3,9,24,259
461,12758910,5,9,13,43
462,12782638,7,16,22,191
463,12800556,22,52,82,348
464,1284892,3,21,44,282
465,12896435,29,59,89,324
466,1290112,30,60,90,365
467,12971533,14,35,40,235
468,13064336,0,0,0,0
469,1310308,4,27,57,332
470,12762350,23,53,83,358
471,12790958,30,60,90,270
472,12810796,26,56,86,361
473,12824656,8,20,29,295
474,12886223,23,53,83,358
475,13001636,30,60,90,365
476,1304552,28,58,88,363
477,13059740,8,26,49,63
478,13083186,30,60,90,365
479,1310141,10,10,10,48
480,12887643,0,0,0,0
481,12906000,4,12,35,225
482,12906431,4,11,29,289
483,12923454,0,0,0,0
484,12973335,8,38,61,297
485,12997475,16,27,47,73
486,12797051,11,32,57,321
487,1321072,29,59,89,364
488,13252758,4,11,27,272
489,12667749,30,60,90,365
490,13115342,0,0,0,0
491,12812425,16,46,73,348
492,12814401,0,0,0,0
493,12874776,0,3,12,132
494,12895982,0,0,0,0
495,12937,2,7,13,176
496,13068933,29,59,89,364
497,13201601,4,10,37,306
498,13203747,0,0,0,188
499,13261391,0,0,0,0
500,13153996,23,53,75,311
501,12742947,0,0,0,0
502,12872819,0,0,0,0
503,12924287,14,44,74,349
504,12955940,0,0,0,0
505,13164714,27,57,87,177
506,13218264,30,60,90,365
507,13248377,0,0,0,0
508,1268297,20,50,80,340
509,12800628,29,59,89,357
510,12814643,2,24,51,56
511,12815927,9,39,69,329
512,13193079,25,55,85,308
513,13227163,29,59,89,89
514,127208,16,33,33,220
515,12713962,0,0,0,0
516,13063671,5,33,42,298
517,12774820,0,0,0,0
518,12757761,30,60,90,365
519,12805730,30,60,90,365
520,12857433,1,1,20,271
521,12893035,6,28,53,328
522,13016251,28,58,88,88
523,13063723,15,44,66,339
524,13145113,30,60,90,365
525,12762087,22,45,67,310
526,12889319,29,59,89,364
527,12971023,23,53,83,358
528,13045429,8,16,39,286
529,13110019,0,16,46,183
530,13112091,11,29,59,149
531,1321603,27,57,87,362
532,13242217,0,0,0,0
533,13249697,30,60,90,365
534,13066822,2,24,45,306
535,13113064,28,58,88,363
536,13146333,10,40,70,209
537,12857841,22,52,82,357
538,12906100,29,59,89,89
539,13045223,0,0,0,0
540,13123668,0,0,0,0
541,13161668,10,15,30,286
542,13217170,0,0,0,0
543,1325472,30,60,90,365
544,13265567,0,0,0,0
545,12902610,26,43,71,92
546,12902975,0,0,0,0
547,13155211,0,0,0,0
548,13165887,12,23,26,291
549,13176532,30,60,90,365
550,13320545,0,11,38,39
551,13277230,23,53,83,358
552,1332929,0,1,3,112
553,13302796,23,51,81,304
554,13299549,14,31,61,336
555,13299231,4,23,53,325
556,13316078,23,53,83,83
557,13318405,8,29,52,135
558,13266188,7,35,65,155
559,132695,0,0,0,0
560,13304991,12,39,66,338
561,13308110,23,40,70,70
562,13317720,29,59,89,364
563,13324467,20,50,80,133
564,13306630,0,0,0,226
565,13272687,13,19,40,122
566,13328702,4,15,24,245
567,13298973,23,53,83,173
568,13333008,30,48,66,322
569,13389577,30,60,90,365
570,13333143,10,40,70,71
571,13361526,0,25,55,330
572,13479450,29,59,89,364
573,13491812,0,0,0,0
574,13361613,21,38,68,342
575,13365785,0,0,0,0
576,13437841,5,15,45,226
577,13501113,8,26,26,26
578,13372754,24,54,84,359
579,13430219,29,59,89,89
580,13444131,0,0,0,0
581,1345576,30,60,90,365
582,13508417,2,8,17,58
583,13520692,0,0,0,0
584,13366855,0,0,0,0
585,13414552,23,53,83,83
586,13433868,25,45,50,276
587,13436132,7,9,10,73
588,13442098,0,11,36,200
589,13352279,0,0,0,0
590,13375733,0,0,0,0
591,13382536,7,13,21,229
592,13386011,0,0,0,0
593,13390320,8,26,56,137
594,13411324,3,3,3,3
595,13488308,0,0,1,210
596,13344796,30,60,90,365
597,13363311,0,0,0,0
598,13368075,30,60,90,365
599,13373114,0,0,0,0
600,13415952,0,0,0,0
601,13461087,4,10,22,233
602,13490410,0,0,0,0
603,13511610,19,41,64,150
604,1352758,9,39,69,344
605,13495314,24,24,24,242
606,13489279,0,0,0,179
607,13352718,0,0,0,0
608,13417224,26,52,82,347
609,13521222,21,51,81,159
610,13334276,9,39,69,69
611,13495196,0,0,0,0
612,13437242,0,0,0,0
613,13454668,3,18,30,205
614,13462637,17,42,69,341
615,13505139,5,21,37,37
616,13525014,16,29,29,160
617,13528649,0,16,45,45
618,13397791,0,0,0,0
619,13413043,27,57,87,362
620,13530122,4,14,37,205
621,13564779,0,8,24,169
622,1359438,0,0,0,0
623,13579065,2,15,45,45
624,13574006,18,47,64,334
625,13624302,0,0,0,249
626,13659950,0,0,0,0
627,13562321,5,30,60,319
628,13588758,30,60,90,90
629,13591144,0,0,0,0
630,13630859,0,0,0,0
631,13595339,11,37,67,155
632,13603489,0,3,24,105
633,1361270,30,60,90,365
634,13695744,0,0,0,0
635,13611788,29,59,89,89
636,13609188,0,0,0,0
637,13552883,6,31,61,151
638,13559998,0,0,0,0
639,13617872,10,40,70,345
640,13585970,0,0,0,0
641,13696235,26,56,86,361
642,13659491,0,15,15,144
643,13674956,1,26,52,52
644,13684608,0,0,0,207
645,13591364,8,8,8,8
646,13633280,0,5,16,95
647,13658407,0,0,0,0
648,13669275,0,0,0,0
649,13603801,4,7,25,31
650,13605461,11,38,59,301
651,13689460,0,0,0,0
652,13606770,0,0,0,0
653,13711161,0,0,0,0
654,13724840,0,0,0,0
655,13702313,26,56,71,315
656,13702505,0,0,0,0
657,13732894,0,0,0,0
658,13726629,27,57,87,362
659,13728712,0,0,0,0
660,1370405,4,15,40,128
661,13716070,0,0,0,0
662,13739484,0,0,0,0
663,13875927,6,23,49,309
664,13753838,28,58,88,88
665,13754183,0,0,0,0
666,13764019,0,0,0,0
667,13764334,0,2,13,60
668,13771436,0,0,0,0
669,13776897,6,36,41,271
670,13855369,0,0,0,0
671,13883147,8,33,63,320
672,13750579,0,0,0,46
673,13748617,0,0,0,0
674,13743786,23,39,65,321
675,13852692,13,30,56,273
676,13905833,0,0,0,0
677,13799611,27,57,87,341
678,13762136,28,58,88,363
679,13763013,20,36,44,72
680,13789278,21,23,23,79
681,13761856,3,3,6,199
682,13766096,4,8,12,209
683,13827870,30,60,90,365
684,13839338,0,0,0,0
685,13837488,0,0,0,0
686,13807778,13,19,30,219
687,13835658,0,0,0,36
688,13844617,25,55,85,355
689,13885247,0,0,0,0
690,13810527,5,35,65,335
691,13813259,0,0,0,262
692,13905218,2,2,2,251
693,13884778,3,3,3,28
694,13757914,30,60,90,365
695,13774506,0,0,0,0
696,13841305,0,0,0,1
697,13891181,6,29,59,148
698,13820755,27,57,87,361
699,13895156,29,59,89,364
700,13904840,0,0,0,0
701,13778742,22,44,72,166
702,13757836,0,0,0,47
703,13748059,23,53,83,358
704,13814845,0,5,5,108
705,13829859,0,0,0,0
706,13884253,0,0,0,0
707,13839238,0,0,0,0
708,13846473,27,57,87,87
709,13841569,25,55,85,172
710,13988788,0,0,0,0
711,13917109,28,58,88,363
712,14037885,0,26,56,222
713,14043849,18,18,18,18
714,1396721,1,5,8,184
715,13924938,5,20,39,284
716,13934778,0,2,27,235
717,13945645,30,60,90,365
718,13921667,29,59,89,364
719,14042368,29,59,89,179
720,14013822,6,19,42,187
721,14018725,0,0,0,0
722,13949781,4,34,64,339
723,13993059,29,59,89,89
724,13999182,0,0,0,0
725,13927034,0,0,0,0
726,13937802,1,11,36,36
727,13934996,1,1,5,116
728,13937701,0,0,0,0
729,13915361,28,58,88,178
730,13962683,0,0,0,0
731,13981245,13,36,66,156
732,14073709,29,59,89,89
733,1398192,29,59,89,364
734,14040723,0,1,2,97
735,14044480,15,30,44,273
736,1406337,30,60,90,365
737,13940779,0,0,0,0
738,13955233,28,58,88,88
739,13997910,29,59,89,364
740,14075164,6,10,22,170
741,13927230,0,0,0,0
742,14004632,5,15,21,229
743,14063971,0,0,0,0
744,13911574,30,60,90,365
745,13906039,20,50,80,352
746,1391996,0,0,0,0
747,13923606,0,0,0,0
748,139416,28,58,88,363
749,13955139,0,0,0,0
750,13960437,28,57,87,353
751,1405120,30,60,90,365
752,1408997,0,0,0,0
753,14173253,30,60,90,365
754,14177829,27,57,87,362
755,14215061,29,59,89,364
756,14462759,0,9,39,314
757,14490025,10,40,70,300
758,14112918,7,10,26,228
759,14302702,6,27,57,302
760,1410802,17,30,44,285
761,14152437,7,13,30,238
762,14146422,29,59,89,364
763,141890,0,0,0,0
764,14234561,8,15,20,253
765,14249346,9,27,48,287
766,14284682,2,6,8,202
767,14287666,0,0,0,0
768,14472620,4,17,30,234
769,14104326,0,0,0,0
770,14332326,25,55,85,175
771,14460432,0,0,0,0
772,14119805,8,21,39,120
773,14175496,17,38,57,325
774,14246971,11,41,59,324
775,14250,0,5,5,48
776,14252305,8,20,25,152
777,14259235,0,0,0,0
778,14316144,0,0,0,216
779,14385513,30,60,90,365
780,1417276,2,26,56,331
781,14236416,12,14,26,97
782,14273204,3,12,32,282
783,14403549,21,41,53,53
784,14405901,8,26,50,320
785,14432651,30,60,90,365
786,1447835,28,58,88,363
787,14480689,0,0,0,0
788,14161732,6,36,66,341
789,14140905,0,0,0,0
790,14161011,9,39,63,323
791,14164312,8,15,17,274
792,143175,0,0,0,221
793,14320172,0,0,0,72
794,14109521,0,0,0,0
795,14223095,15,30,30,254
796,14439478,0,0,0,0
797,14111332,19,45,75,350
798,14278303,0,0,0,10
799,14375153,30,60,90,90
800,14388889,18,31,52,52
801,14439217,21,51,81,356
802,14450837,5,32,62,152
803,14109694,0,0,0,0
804,14150800,2,4,5,98
805,14185067,0,24,54,329
806,14233139,4,14,26,297
807,14261122,0,0,0,0
808,1431666,30,60,90,90
809,14522482,6,27,57,57
810,14120722,25,29,59,222
811,14234741,0,0,0,211
812,14309960,0,0,0,0
813,14360913,29,59,89,364
814,14214403,8,14,29,81
815,14220130,9,24,44,310
816,1427233,4,34,64,339
817,14294961,29,59,89,364
818,14298859,0,0,13,243
819,14506036,15,35,64,154
820,1410460,0,0,0,0
821,1410284,8,9,20,252
822,14094561,0,0,0,0
823,1413677,5,24,54,329
824,14472317,0,0,0,0
825,14497942,30,60,90,365
826,14501655,0,0,0,202
827,14127526,20,50,80,170
828,14172532,22,52,82,82
829,14186262,0,1,6,198
830,14253379,30,60,90,365
831,14339048,29,59,89,364
832,14090613,0,0,0,0
833,14096512,5,25,49,75
834,14124717,14,14,14,14
835,14166653,0,0,0,0
836,14234514,4,9,15,17
837,14238280,0,0,0,0
838,14493885,29,59,89,364
839,14119791,0,4,5,68
840,14252298,3,4,6,96
841,14295981,25,55,85,360
842,14330134,0,0,0,0
843,14339793,0,0,0,0
844,1437251,29,56,82,247
845,14434534,4,12,28,179
846,14728150,0,0,0,0
847,14549548,0,0,0,0
848,14741201,11,41,71,310
849,1459519,30,60,90,336
850,14633460,28,58,88,363
851,14563257,0,0,0,0
852,14551515,0,0,0,0
853,14778622,30,60,90,365
854,14588464,3,17,32,106
855,14769619,10,19,32,299
856,14758081,10,26,49,262
857,1476508,30,60,90,350
858,14650584,28,58,88,88
859,14675014,1,12,19,146
860,14748333,23,53,83,358
861,14661747,20,44,74,74
862,14571224,30,60,90,365
863,14756990,0,5,34,34
864,14573570,0,0,0,66
865,14744918,1,10,30,91
866,14649808,0,11,41,131
867,1476656,14,32,53,309
868,14683121,18,45,75,344
869,1481361,28,56,56,295
870,14818234,0,0,4,4
871,14629833,0,0,0,220
872,14569881,7,25,54,54
873,14707572,0,0,0,0
874,14758068,0,0,26,301
875,14554642,30,60,90,365
876,14574409,26,46,62,330
877,14804661,28,55,83,226
878,14644562,0,0,0,0
879,1480002,30,54,83,358
880,1459741,0,0,0,0
881,14733479,0,0,0,192
882,14760382,28,58,88,363
883,1482060,5,8,11,237
884,14610596,21,46,76,76
885,1476484,29,59,88,88
886,14768403,27,57,87,362
887,1481054,23,44,68,343
888,14886923,0,12,42,133
889,14839116,29,59,89,364
890,1487222,0,0,0,0
891,14930875,14,44,74,349
892,14992196,2,10,12,250
893,14962367,18,48,78,353
894,14968000,14,21,36,253
895,14855345,4,18,41,288
896,14827972,12,42,64,333
897,14846275,29,59,89,364
898,14968004,0,0,0,0
899,14858544,1,4,30,231
900,14896503,23,35,48,103
901,14907884,30,60,90,365
902,14916806,0,0,9,38
903,14836765,0,0,0,0
904,14960783,14,35,65,340
905,14824708,30,60,90,361
906,14856799,30,60,90,90
907,14875190,5,13,30,305
908,14967994,6,27,57,315
909,14923016,4,11,27,234
910,14921505,22,34,54,306
911,14894267,0,0,0,0
912,14915493,0,0,0,0
913,15035458,21,51,76,254
914,15021379,2,4,4,212
915,14996051,8,15,45,302
916,14993652,11,21,49,106
917,15058245,23,53,83,83
918,15003187,0,0,0,272
919,15026828,30,60,90,365
920,1503655,26,56,86,361
921,15060713,0,0,0,0
922,15088513,25,55,85,354
923,15095488,0,0,0,65
924,15036568,17,43,53,209
925,15003496,0,28,46,284
926,15019476,2,32,62,337
927,15021236,3,22,49,303
928,15052129,0,0,0,0
929,15058677,11,15,26,301
930,15098676,19,24,54,326
931,15113580,3,3,3,3
932,15105616,29,59,89,364
933,15009347,0,0,0,0
934,15047479,2,7,9,217
935,15097549,10,24,54,130
936,15103148,3,3,3,237
937,15004284,2,4,13,61
938,15031608,12,35,52,291
939,15099382,0,0,0,0
940,14996590,0,6,8,229
941,15073600,21,51,81,171
942,15008596,5,13,41,242
943,15015363,1,7,30,113
944,15100883,29,59,89,179
945,15101377,4,4,4,172
946,15115143,3,8,15,83
947,15126808,4,33,63,175
948,15177216,2,2,2,54
949,15116002,0,2,16,75
950,15144619,25,55,85,360
951,15124886,30,60,84,359
952,15119850,3,3,3,6
953,15159326,29,59,89,334
954,15158785,0,0,0,0
955,15140363,0,0,0,78
956,15167619,6,13,13,169
957,15124324,29,59,89,179
958,15139440,0,0,0,66
959,1520042,5,13,29,270
960,15285714,6,34,59,321
961,15190865,12,21,25,71
962,15272987,27,57,87,360
963,15273682,21,51,77,77
964,15207920,20,50,80,355
965,15241263,4,8,16,227
966,152259,30,60,90,365
967,15239628,30,60,90,179
968,15366738,0,0,0,0
969,15284591,19,41,71,161
970,15245956,0,0,0,0
971,15309509,12,25,46,291
972,15286461,2,12,28,262
973,15248025,24,54,84,359
974,15312988,0,27,44,219
975,15326391,0,0,0,253
976,15353532,0,0,0,0
977,1530241,2,19,49,324
978,15285878,15,39,62,233
979,15314458,6,11,18,228
980,15320378,0,0,0,0
981,15182133,1,11,41,41
982,15208698,8,20,40,101
983,15266254,30,60,90,179
984,152645,2,9,19,129
985,15207202,15,20,23,23
986,15294219,0,0,6,183
987,15307723,0,0,0,0
988,15360364,27,57,87,362
989,15362525,29,59,86,361
990,15194147,0,0,0,0
991,15244301,19,49,74,74
992,15257124,0,0,4,170
993,152630,23,53,83,358
994,15374146,23,53,83,83
995,15206608,8,10,21,82
996,15225155,0,0,0,0
